@relation 'Raisin_Grains_Dataset-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R9-10-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Remove-R4,6'

@attribute Area {'\'(-inf-46353]\'','\'(46353-67319]\'','\'(67319-88285]\'','\'(88285-109251]\'','\'(109251-130217]\'','\'(130217-151183]\'','\'(151183-172149]\'','\'(172149-193115]\'','\'(193115-214081]\'','\'(214081-inf)\''}
@attribute MajorAxisLength {'\'(-inf-285.138989]\'','\'(285.138989-344.648437]\'','\'(344.648437-404.157885]\'','\'(404.157885-463.667333]\'','\'(463.667333-523.176781]\'','\'(523.176781-582.68623]\'','\'(582.68623-642.195678]\'','\'(642.195678-701.705126]\'','\'(701.705126-761.214574]\'','\'(761.214574-inf)\''}
@attribute MinorAxisLength {'\'(-inf-173.389497]\'','\'(173.389497-203.068123]\'','\'(203.068123-232.746749]\'','\'(232.746749-262.425374]\'','\'(262.425374-292.104]\'','\'(292.104-321.782625]\'','\'(321.782625-351.461251]\'','\'(351.461251-381.139876]\'','\'(381.139876-410.818502]\'','\'(410.818502-inf)\''}
@attribute ConvexArea {'\'(-inf-47434.4]\'','\'(47434.4-68729.8]\'','\'(68729.8-90025.2]\'','\'(90025.2-111320.6]\'','\'(111320.6-132616]\'','\'(132616-153911.4]\'','\'(153911.4-175206.8]\'','\'(175206.8-196502.2]\'','\'(196502.2-217797.6]\'','\'(217797.6-inf)\''}
@attribute Perimeter {'\'(-inf-786.1555]\'','\'(786.1555-953.237]\'','\'(953.237-1120.3185]\'','\'(1120.3185-1287.4]\'','\'(1287.4-1454.4815]\'','\'(1454.4815-1621.563]\'','\'(1621.563-1788.6445]\'','\'(1788.6445-1955.726]\'','\'(1955.726-2122.8075]\'','\'(2122.8075-inf)\''}
@attribute Class {Kecimen,Besni}

@data
'\'(109251-130217]\'','\'(582.68623-642.195678]\'','\'(232.746749-262.425374]\'','\'(111320.6-132616]\'','\'(1454.4815-1621.563]\'',Besni
'\'(67319-88285]\'','\'(344.648437-404.157885]\'','\'(203.068123-232.746749]\'','\'(68729.8-90025.2]\'','\'(953.237-1120.3185]\'',Besni
'\'(88285-109251]\'','\'(523.176781-582.68623]\'','\'(203.068123-232.746749]\'','\'(90025.2-111320.6]\'','\'(1287.4-1454.4815]\'',Besni
'\'(172149-193115]\'','\'(701.705126-761.214574]\'','\'(292.104-321.782625]\'','\'(175206.8-196502.2]\'','\'(1788.6445-1955.726]\'',Besni
'\'(151183-172149]\'','\'(642.195678-701.705126]\'','\'(321.782625-351.461251]\'','\'(153911.4-175206.8]\'','\'(1621.563-1788.6445]\'',Besni
'\'(193115-214081]\'','\'(701.705126-761.214574]\'','\'(321.782625-351.461251]\'','\'(196502.2-217797.6]\'','\'(1788.6445-1955.726]\'',Besni
'\'(46353-67319]\'','\'(404.157885-463.667333]\'','\'(203.068123-232.746749]\'','\'(68729.8-90025.2]\'','\'(953.237-1120.3185]\'',Besni
'\'(109251-130217]\'','\'(463.667333-523.176781]\'','\'(321.782625-351.461251]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(88285-109251]\'','\'(463.667333-523.176781]\'','\'(262.425374-292.104]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(151183-172149]\'','\'(582.68623-642.195678]\'','\'(321.782625-351.461251]\'','\'(153911.4-175206.8]\'','\'(1454.4815-1621.563]\'',Besni
'\'(67319-88285]\'','\'(404.157885-463.667333]\'','\'(232.746749-262.425374]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(172149-193115]\'','\'(582.68623-642.195678]\'','\'(351.461251-381.139876]\'','\'(175206.8-196502.2]\'','\'(1621.563-1788.6445]\'',Besni
'\'(109251-130217]\'','\'(523.176781-582.68623]\'','\'(292.104-321.782625]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(88285-109251]\'','\'(404.157885-463.667333]\'','\'(292.104-321.782625]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(109251-130217]\'','\'(523.176781-582.68623]\'','\'(262.425374-292.104]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(172149-193115]\'','\'(582.68623-642.195678]\'','\'(381.139876-410.818502]\'','\'(196502.2-217797.6]\'','\'(1788.6445-1955.726]\'',Besni
'\'(130217-151183]\'','\'(582.68623-642.195678]\'','\'(262.425374-292.104]\'','\'(132616-153911.4]\'','\'(1454.4815-1621.563]\'',Besni
'\'(67319-88285]\'','\'(344.648437-404.157885]\'','\'(262.425374-292.104]\'','\'(68729.8-90025.2]\'','\'(953.237-1120.3185]\'',Besni
'\'(109251-130217]\'','\'(463.667333-523.176781]\'','\'(292.104-321.782625]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(88285-109251]\'','\'(344.648437-404.157885]\'','\'(321.782625-351.461251]\'','\'(90025.2-111320.6]\'','\'(1120.3185-1287.4]\'',Besni
'\'(151183-172149]\'','\'(523.176781-582.68623]\'','\'(351.461251-381.139876]\'','\'(153911.4-175206.8]\'','\'(1454.4815-1621.563]\'',Besni
'\'(67319-88285]\'','\'(404.157885-463.667333]\'','\'(232.746749-262.425374]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(88285-109251]\'','\'(463.667333-523.176781]\'','\'(292.104-321.782625]\'','\'(90025.2-111320.6]\'','\'(1287.4-1454.4815]\'',Besni
'\'(88285-109251]\'','\'(463.667333-523.176781]\'','\'(203.068123-232.746749]\'','\'(90025.2-111320.6]\'','\'(1120.3185-1287.4]\'',Besni
'\'(67319-88285]\'','\'(463.667333-523.176781]\'','\'(203.068123-232.746749]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(151183-172149]\'','\'(523.176781-582.68623]\'','\'(410.818502-inf)\'','\'(153911.4-175206.8]\'','\'(1454.4815-1621.563]\'',Besni
'\'(67319-88285]\'','\'(404.157885-463.667333]\'','\'(232.746749-262.425374]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(88285-109251]\'','\'(404.157885-463.667333]\'','\'(262.425374-292.104]\'','\'(90025.2-111320.6]\'','\'(1120.3185-1287.4]\'',Besni
'\'(67319-88285]\'','\'(404.157885-463.667333]\'','\'(203.068123-232.746749]\'','\'(68729.8-90025.2]\'','\'(953.237-1120.3185]\'',Besni
'\'(67319-88285]\'','\'(404.157885-463.667333]\'','\'(232.746749-262.425374]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(130217-151183]\'','\'(582.68623-642.195678]\'','\'(292.104-321.782625]\'','\'(132616-153911.4]\'','\'(1454.4815-1621.563]\'',Besni
'\'(109251-130217]\'','\'(523.176781-582.68623]\'','\'(262.425374-292.104]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(67319-88285]\'','\'(404.157885-463.667333]\'','\'(203.068123-232.746749]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(109251-130217]\'','\'(582.68623-642.195678]\'','\'(232.746749-262.425374]\'','\'(111320.6-132616]\'','\'(1454.4815-1621.563]\'',Besni
'\'(88285-109251]\'','\'(463.667333-523.176781]\'','\'(262.425374-292.104]\'','\'(90025.2-111320.6]\'','\'(1287.4-1454.4815]\'',Besni
'\'(130217-151183]\'','\'(463.667333-523.176781]\'','\'(381.139876-410.818502]\'','\'(132616-153911.4]\'','\'(1287.4-1454.4815]\'',Besni
'\'(151183-172149]\'','\'(642.195678-701.705126]\'','\'(321.782625-351.461251]\'','\'(153911.4-175206.8]\'','\'(1621.563-1788.6445]\'',Besni
'\'(67319-88285]\'','\'(344.648437-404.157885]\'','\'(203.068123-232.746749]\'','\'(68729.8-90025.2]\'','\'(953.237-1120.3185]\'',Besni
'\'(130217-151183]\'','\'(523.176781-582.68623]\'','\'(292.104-321.782625]\'','\'(132616-153911.4]\'','\'(1454.4815-1621.563]\'',Besni
'\'(88285-109251]\'','\'(463.667333-523.176781]\'','\'(203.068123-232.746749]\'','\'(90025.2-111320.6]\'','\'(1120.3185-1287.4]\'',Besni
'\'(88285-109251]\'','\'(463.667333-523.176781]\'','\'(232.746749-262.425374]\'','\'(90025.2-111320.6]\'','\'(1287.4-1454.4815]\'',Besni
'\'(193115-214081]\'','\'(642.195678-701.705126]\'','\'(381.139876-410.818502]\'','\'(196502.2-217797.6]\'','\'(1621.563-1788.6445]\'',Besni
'\'(130217-151183]\'','\'(582.68623-642.195678]\'','\'(262.425374-292.104]\'','\'(132616-153911.4]\'','\'(1454.4815-1621.563]\'',Besni
'\'(151183-172149]\'','\'(701.705126-761.214574]\'','\'(292.104-321.782625]\'','\'(153911.4-175206.8]\'','\'(1621.563-1788.6445]\'',Besni
'\'(67319-88285]\'','\'(404.157885-463.667333]\'','\'(232.746749-262.425374]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(67319-88285]\'','\'(404.157885-463.667333]\'','\'(203.068123-232.746749]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(88285-109251]\'','\'(404.157885-463.667333]\'','\'(292.104-321.782625]\'','\'(90025.2-111320.6]\'','\'(1120.3185-1287.4]\'',Besni
'\'(67319-88285]\'','\'(404.157885-463.667333]\'','\'(232.746749-262.425374]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(151183-172149]\'','\'(582.68623-642.195678]\'','\'(351.461251-381.139876]\'','\'(153911.4-175206.8]\'','\'(1454.4815-1621.563]\'',Besni
'\'(172149-193115]\'','\'(582.68623-642.195678]\'','\'(381.139876-410.818502]\'','\'(175206.8-196502.2]\'','\'(1621.563-1788.6445]\'',Besni
'\'(193115-214081]\'','\'(642.195678-701.705126]\'','\'(351.461251-381.139876]\'','\'(196502.2-217797.6]\'','\'(1788.6445-1955.726]\'',Besni
'\'(88285-109251]\'','\'(463.667333-523.176781]\'','\'(262.425374-292.104]\'','\'(90025.2-111320.6]\'','\'(1120.3185-1287.4]\'',Besni
'\'(46353-67319]\'','\'(404.157885-463.667333]\'','\'(173.389497-203.068123]\'','\'(47434.4-68729.8]\'','\'(953.237-1120.3185]\'',Besni
'\'(67319-88285]\'','\'(404.157885-463.667333]\'','\'(232.746749-262.425374]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(151183-172149]\'','\'(642.195678-701.705126]\'','\'(292.104-321.782625]\'','\'(153911.4-175206.8]\'','\'(1621.563-1788.6445]\'',Besni
'\'(67319-88285]\'','\'(404.157885-463.667333]\'','\'(232.746749-262.425374]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(172149-193115]\'','\'(642.195678-701.705126]\'','\'(321.782625-351.461251]\'','\'(175206.8-196502.2]\'','\'(1621.563-1788.6445]\'',Besni
'\'(109251-130217]\'','\'(463.667333-523.176781]\'','\'(262.425374-292.104]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(46353-67319]\'','\'(344.648437-404.157885]\'','\'(203.068123-232.746749]\'','\'(47434.4-68729.8]\'','\'(953.237-1120.3185]\'',Besni
'\'(109251-130217]\'','\'(523.176781-582.68623]\'','\'(262.425374-292.104]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(67319-88285]\'','\'(344.648437-404.157885]\'','\'(203.068123-232.746749]\'','\'(68729.8-90025.2]\'','\'(953.237-1120.3185]\'',Besni
'\'(151183-172149]\'','\'(582.68623-642.195678]\'','\'(321.782625-351.461251]\'','\'(153911.4-175206.8]\'','\'(1621.563-1788.6445]\'',Besni
'\'(109251-130217]\'','\'(523.176781-582.68623]\'','\'(232.746749-262.425374]\'','\'(111320.6-132616]\'','\'(1454.4815-1621.563]\'',Besni
'\'(67319-88285]\'','\'(404.157885-463.667333]\'','\'(203.068123-232.746749]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(88285-109251]\'','\'(463.667333-523.176781]\'','\'(232.746749-262.425374]\'','\'(90025.2-111320.6]\'','\'(1287.4-1454.4815]\'',Besni
'\'(88285-109251]\'','\'(523.176781-582.68623]\'','\'(232.746749-262.425374]\'','\'(90025.2-111320.6]\'','\'(1287.4-1454.4815]\'',Besni
'\'(67319-88285]\'','\'(404.157885-463.667333]\'','\'(232.746749-262.425374]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(130217-151183]\'','\'(523.176781-582.68623]\'','\'(321.782625-351.461251]\'','\'(132616-153911.4]\'','\'(1454.4815-1621.563]\'',Besni
'\'(151183-172149]\'','\'(642.195678-701.705126]\'','\'(292.104-321.782625]\'','\'(153911.4-175206.8]\'','\'(1621.563-1788.6445]\'',Besni
'\'(67319-88285]\'','\'(404.157885-463.667333]\'','\'(232.746749-262.425374]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(67319-88285]\'','\'(523.176781-582.68623]\'','\'(203.068123-232.746749]\'','\'(68729.8-90025.2]\'','\'(1287.4-1454.4815]\'',Besni
'\'(67319-88285]\'','\'(404.157885-463.667333]\'','\'(232.746749-262.425374]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(130217-151183]\'','\'(582.68623-642.195678]\'','\'(292.104-321.782625]\'','\'(132616-153911.4]\'','\'(1454.4815-1621.563]\'',Besni
'\'(88285-109251]\'','\'(523.176781-582.68623]\'','\'(203.068123-232.746749]\'','\'(90025.2-111320.6]\'','\'(1287.4-1454.4815]\'',Besni
'\'(151183-172149]\'','\'(701.705126-761.214574]\'','\'(292.104-321.782625]\'','\'(153911.4-175206.8]\'','\'(1621.563-1788.6445]\'',Besni
'\'(172149-193115]\'','\'(642.195678-701.705126]\'','\'(351.461251-381.139876]\'','\'(196502.2-217797.6]\'','\'(1621.563-1788.6445]\'',Besni
'\'(130217-151183]\'','\'(582.68623-642.195678]\'','\'(292.104-321.782625]\'','\'(132616-153911.4]\'','\'(1454.4815-1621.563]\'',Besni
'\'(109251-130217]\'','\'(463.667333-523.176781]\'','\'(292.104-321.782625]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(88285-109251]\'','\'(404.157885-463.667333]\'','\'(292.104-321.782625]\'','\'(90025.2-111320.6]\'','\'(1287.4-1454.4815]\'',Besni
'\'(67319-88285]\'','\'(344.648437-404.157885]\'','\'(203.068123-232.746749]\'','\'(68729.8-90025.2]\'','\'(953.237-1120.3185]\'',Besni
'\'(88285-109251]\'','\'(344.648437-404.157885]\'','\'(292.104-321.782625]\'','\'(90025.2-111320.6]\'','\'(1120.3185-1287.4]\'',Besni
'\'(109251-130217]\'','\'(463.667333-523.176781]\'','\'(292.104-321.782625]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(109251-130217]\'','\'(582.68623-642.195678]\'','\'(232.746749-262.425374]\'','\'(111320.6-132616]\'','\'(1454.4815-1621.563]\'',Besni
'\'(88285-109251]\'','\'(463.667333-523.176781]\'','\'(232.746749-262.425374]\'','\'(90025.2-111320.6]\'','\'(1120.3185-1287.4]\'',Besni
'\'(88285-109251]\'','\'(404.157885-463.667333]\'','\'(262.425374-292.104]\'','\'(90025.2-111320.6]\'','\'(1120.3185-1287.4]\'',Besni
'\'(67319-88285]\'','\'(344.648437-404.157885]\'','\'(203.068123-232.746749]\'','\'(68729.8-90025.2]\'','\'(953.237-1120.3185]\'',Besni
'\'(193115-214081]\'','\'(582.68623-642.195678]\'','\'(410.818502-inf)\'','\'(196502.2-217797.6]\'','\'(1621.563-1788.6445]\'',Besni
'\'(67319-88285]\'','\'(404.157885-463.667333]\'','\'(232.746749-262.425374]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(67319-88285]\'','\'(404.157885-463.667333]\'','\'(232.746749-262.425374]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(109251-130217]\'','\'(463.667333-523.176781]\'','\'(292.104-321.782625]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(88285-109251]\'','\'(404.157885-463.667333]\'','\'(292.104-321.782625]\'','\'(90025.2-111320.6]\'','\'(1120.3185-1287.4]\'',Besni
'\'(67319-88285]\'','\'(463.667333-523.176781]\'','\'(203.068123-232.746749]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(67319-88285]\'','\'(344.648437-404.157885]\'','\'(292.104-321.782625]\'','\'(90025.2-111320.6]\'','\'(1120.3185-1287.4]\'',Besni
'\'(130217-151183]\'','\'(463.667333-523.176781]\'','\'(321.782625-351.461251]\'','\'(132616-153911.4]\'','\'(1454.4815-1621.563]\'',Besni
'\'(172149-193115]\'','\'(582.68623-642.195678]\'','\'(351.461251-381.139876]\'','\'(175206.8-196502.2]\'','\'(1621.563-1788.6445]\'',Besni
'\'(130217-151183]\'','\'(523.176781-582.68623]\'','\'(321.782625-351.461251]\'','\'(132616-153911.4]\'','\'(1454.4815-1621.563]\'',Besni
'\'(67319-88285]\'','\'(463.667333-523.176781]\'','\'(203.068123-232.746749]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(109251-130217]\'','\'(463.667333-523.176781]\'','\'(292.104-321.782625]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(88285-109251]\'','\'(463.667333-523.176781]\'','\'(232.746749-262.425374]\'','\'(90025.2-111320.6]\'','\'(1287.4-1454.4815]\'',Besni
'\'(130217-151183]\'','\'(523.176781-582.68623]\'','\'(292.104-321.782625]\'','\'(132616-153911.4]\'','\'(1454.4815-1621.563]\'',Besni
'\'(109251-130217]\'','\'(523.176781-582.68623]\'','\'(262.425374-292.104]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(151183-172149]\'','\'(582.68623-642.195678]\'','\'(321.782625-351.461251]\'','\'(153911.4-175206.8]\'','\'(1454.4815-1621.563]\'',Besni
'\'(109251-130217]\'','\'(523.176781-582.68623]\'','\'(262.425374-292.104]\'','\'(111320.6-132616]\'','\'(1454.4815-1621.563]\'',Besni
'\'(88285-109251]\'','\'(463.667333-523.176781]\'','\'(232.746749-262.425374]\'','\'(90025.2-111320.6]\'','\'(1287.4-1454.4815]\'',Besni
'\'(88285-109251]\'','\'(463.667333-523.176781]\'','\'(262.425374-292.104]\'','\'(90025.2-111320.6]\'','\'(1287.4-1454.4815]\'',Besni
'\'(67319-88285]\'','\'(404.157885-463.667333]\'','\'(232.746749-262.425374]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(88285-109251]\'','\'(404.157885-463.667333]\'','\'(262.425374-292.104]\'','\'(90025.2-111320.6]\'','\'(1120.3185-1287.4]\'',Besni
'\'(151183-172149]\'','\'(642.195678-701.705126]\'','\'(292.104-321.782625]\'','\'(153911.4-175206.8]\'','\'(1621.563-1788.6445]\'',Besni
'\'(193115-214081]\'','\'(761.214574-inf)\'','\'(292.104-321.782625]\'','\'(196502.2-217797.6]\'','\'(1788.6445-1955.726]\'',Besni
'\'(130217-151183]\'','\'(582.68623-642.195678]\'','\'(292.104-321.782625]\'','\'(132616-153911.4]\'','\'(1454.4815-1621.563]\'',Besni
'\'(88285-109251]\'','\'(463.667333-523.176781]\'','\'(262.425374-292.104]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(130217-151183]\'','\'(523.176781-582.68623]\'','\'(292.104-321.782625]\'','\'(132616-153911.4]\'','\'(1454.4815-1621.563]\'',Besni
'\'(109251-130217]\'','\'(523.176781-582.68623]\'','\'(292.104-321.782625]\'','\'(132616-153911.4]\'','\'(1454.4815-1621.563]\'',Besni
'\'(130217-151183]\'','\'(582.68623-642.195678]\'','\'(262.425374-292.104]\'','\'(132616-153911.4]\'','\'(1454.4815-1621.563]\'',Besni
'\'(193115-214081]\'','\'(701.705126-761.214574]\'','\'(351.461251-381.139876]\'','\'(196502.2-217797.6]\'','\'(1788.6445-1955.726]\'',Besni
'\'(193115-214081]\'','\'(582.68623-642.195678]\'','\'(410.818502-inf)\'','\'(196502.2-217797.6]\'','\'(1621.563-1788.6445]\'',Besni
'\'(130217-151183]\'','\'(582.68623-642.195678]\'','\'(292.104-321.782625]\'','\'(132616-153911.4]\'','\'(1454.4815-1621.563]\'',Besni
'\'(109251-130217]\'','\'(523.176781-582.68623]\'','\'(292.104-321.782625]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(88285-109251]\'','\'(463.667333-523.176781]\'','\'(262.425374-292.104]\'','\'(90025.2-111320.6]\'','\'(1287.4-1454.4815]\'',Besni
'\'(46353-67319]\'','\'(344.648437-404.157885]\'','\'(203.068123-232.746749]\'','\'(47434.4-68729.8]\'','\'(953.237-1120.3185]\'',Besni
'\'(151183-172149]\'','\'(582.68623-642.195678]\'','\'(321.782625-351.461251]\'','\'(153911.4-175206.8]\'','\'(1621.563-1788.6445]\'',Besni
'\'(88285-109251]\'','\'(404.157885-463.667333]\'','\'(292.104-321.782625]\'','\'(90025.2-111320.6]\'','\'(1120.3185-1287.4]\'',Besni
'\'(109251-130217]\'','\'(523.176781-582.68623]\'','\'(262.425374-292.104]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(88285-109251]\'','\'(463.667333-523.176781]\'','\'(262.425374-292.104]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(172149-193115]\'','\'(523.176781-582.68623]\'','\'(381.139876-410.818502]\'','\'(175206.8-196502.2]\'','\'(1621.563-1788.6445]\'',Besni
'\'(109251-130217]\'','\'(463.667333-523.176781]\'','\'(262.425374-292.104]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(109251-130217]\'','\'(582.68623-642.195678]\'','\'(262.425374-292.104]\'','\'(132616-153911.4]\'','\'(1454.4815-1621.563]\'',Besni
'\'(109251-130217]\'','\'(523.176781-582.68623]\'','\'(292.104-321.782625]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(130217-151183]\'','\'(523.176781-582.68623]\'','\'(292.104-321.782625]\'','\'(132616-153911.4]\'','\'(1454.4815-1621.563]\'',Besni
'\'(67319-88285]\'','\'(463.667333-523.176781]\'','\'(203.068123-232.746749]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(46353-67319]\'','\'(285.138989-344.648437]\'','\'(232.746749-262.425374]\'','\'(47434.4-68729.8]\'','\'(786.1555-953.237]\'',Besni
'\'(109251-130217]\'','\'(463.667333-523.176781]\'','\'(292.104-321.782625]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(88285-109251]\'','\'(344.648437-404.157885]\'','\'(292.104-321.782625]\'','\'(90025.2-111320.6]\'','\'(1120.3185-1287.4]\'',Besni
'\'(151183-172149]\'','\'(582.68623-642.195678]\'','\'(321.782625-351.461251]\'','\'(153911.4-175206.8]\'','\'(1454.4815-1621.563]\'',Besni
'\'(88285-109251]\'','\'(523.176781-582.68623]\'','\'(203.068123-232.746749]\'','\'(90025.2-111320.6]\'','\'(1287.4-1454.4815]\'',Besni
'\'(109251-130217]\'','\'(463.667333-523.176781]\'','\'(321.782625-351.461251]\'','\'(132616-153911.4]\'','\'(1287.4-1454.4815]\'',Besni
'\'(67319-88285]\'','\'(463.667333-523.176781]\'','\'(203.068123-232.746749]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(130217-151183]\'','\'(523.176781-582.68623]\'','\'(292.104-321.782625]\'','\'(132616-153911.4]\'','\'(1454.4815-1621.563]\'',Besni
'\'(88285-109251]\'','\'(404.157885-463.667333]\'','\'(292.104-321.782625]\'','\'(90025.2-111320.6]\'','\'(1120.3185-1287.4]\'',Besni
'\'(151183-172149]\'','\'(642.195678-701.705126]\'','\'(321.782625-351.461251]\'','\'(153911.4-175206.8]\'','\'(1621.563-1788.6445]\'',Besni
'\'(67319-88285]\'','\'(344.648437-404.157885]\'','\'(262.425374-292.104]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(46353-67319]\'','\'(344.648437-404.157885]\'','\'(173.389497-203.068123]\'','\'(47434.4-68729.8]\'','\'(953.237-1120.3185]\'',Besni
'\'(88285-109251]\'','\'(523.176781-582.68623]\'','\'(232.746749-262.425374]\'','\'(90025.2-111320.6]\'','\'(1287.4-1454.4815]\'',Besni
'\'(109251-130217]\'','\'(523.176781-582.68623]\'','\'(262.425374-292.104]\'','\'(111320.6-132616]\'','\'(1454.4815-1621.563]\'',Besni
'\'(67319-88285]\'','\'(404.157885-463.667333]\'','\'(262.425374-292.104]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(67319-88285]\'','\'(344.648437-404.157885]\'','\'(203.068123-232.746749]\'','\'(68729.8-90025.2]\'','\'(953.237-1120.3185]\'',Besni
'\'(109251-130217]\'','\'(582.68623-642.195678]\'','\'(262.425374-292.104]\'','\'(132616-153911.4]\'','\'(1454.4815-1621.563]\'',Besni
'\'(109251-130217]\'','\'(463.667333-523.176781]\'','\'(292.104-321.782625]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(46353-67319]\'','\'(285.138989-344.648437]\'','\'(232.746749-262.425374]\'','\'(47434.4-68729.8]\'','\'(953.237-1120.3185]\'',Besni
'\'(88285-109251]\'','\'(404.157885-463.667333]\'','\'(292.104-321.782625]\'','\'(90025.2-111320.6]\'','\'(1120.3185-1287.4]\'',Besni
'\'(193115-214081]\'','\'(582.68623-642.195678]\'','\'(410.818502-inf)\'','\'(196502.2-217797.6]\'','\'(1621.563-1788.6445]\'',Besni
'\'(130217-151183]\'','\'(463.667333-523.176781]\'','\'(321.782625-351.461251]\'','\'(132616-153911.4]\'','\'(1287.4-1454.4815]\'',Besni
'\'(88285-109251]\'','\'(463.667333-523.176781]\'','\'(262.425374-292.104]\'','\'(90025.2-111320.6]\'','\'(1287.4-1454.4815]\'',Besni
'\'(109251-130217]\'','\'(523.176781-582.68623]\'','\'(232.746749-262.425374]\'','\'(111320.6-132616]\'','\'(1287.4-1454.4815]\'',Besni
'\'(67319-88285]\'','\'(404.157885-463.667333]\'','\'(232.746749-262.425374]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(130217-151183]\'','\'(582.68623-642.195678]\'','\'(262.425374-292.104]\'','\'(132616-153911.4]\'','\'(1454.4815-1621.563]\'',Besni
'\'(193115-214081]\'','\'(642.195678-701.705126]\'','\'(351.461251-381.139876]\'','\'(196502.2-217797.6]\'','\'(1621.563-1788.6445]\'',Besni
'\'(130217-151183]\'','\'(642.195678-701.705126]\'','\'(262.425374-292.104]\'','\'(132616-153911.4]\'','\'(1454.4815-1621.563]\'',Besni
'\'(67319-88285]\'','\'(404.157885-463.667333]\'','\'(203.068123-232.746749]\'','\'(68729.8-90025.2]\'','\'(1120.3185-1287.4]\'',Besni
'\'(88285-109251]\'','\'(463.667333-523.176781]\'','\'(262.425374-292.104]\'','\'(90025.2-111320.6]\'','\'(1120.3185-1287.4]\'',Besni
